Season,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,TGT,REC,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
2025,1,Jonathan Taylor (IND),323,"1,585",4.9,83,9,18,55,46,378,8.2,2,1,17,316.3,18.6,99.40%
2025,2,Christian McCaffrey (SF),311,"1,202",3.9,41,3,10,129,102,924,9.1,7,0,17,314.6,18.5,99.50%
2025,3,James Cook III (BUF),309,"1,621",5.2,64,9,12,40,33,291,8.8,2,3,17,269.2,15.8,99.50%
2025,4,Derrick Henry (BAL),307,"1,595",5.2,59,17,16,21,15,150,10,0,3,17,264.5,15.6,99.20%
2025,5,Bijan Robinson (ATL),287,"1,478",5.1,93,8,7,103,79,820,10.4,4,3,17,291.8,17.2,99.40%
2025,6,Saquon Barkley (PHI),280,"1,140",4.1,65,4,7,50,37,273,7.4,2,1,16,195.3,12.2,99.40%
2025,7,Ashton Jeanty (LV),266,975,3.7,64,3,5,73,55,346,6.3,5,1,17,190.1,11.2,99.50%
2025,8,Travis Etienne Jr. (JAC),260,"1,107",4.3,71,7,7,52,36,292,8.1,6,0,17,217.9,12.8,95.90%
2025,9,Kyren Williams (LAR),259,"1,252",4.8,34,6,10,50,36,281,7.8,3,2,17,227.3,13.4,97.80%
2025,10,Javonte Williams (DAL),252,"1,201",4.8,66,6,11,51,35,137,3.9,2,2,16,207.8,13,97.30%
2025,11,Breece Hall (NYJ),243,"1,065",4.4,59,8,4,48,36,350,9.7,1,2,16,171.7,10.7,97.40%
2025,11,Jahmyr Gibbs (DET),243,"1,223",5,78,10,13,94,77,616,8,5,1,17,289.9,17.1,99.50%
2025,13,Tony Pollard (TEN),242,"1,082",4.5,65,6,5,41,33,206,6.2,0,3,17,152.8,9,86.00%
2025,14,De'Von Achane (MIA),238,"1,350",5.7,59,13,8,85,67,488,7.3,4,0,16,255.8,16,99.30%
2025,15,Rico Dowdle (CAR),236,"1,076",4.6,53,5,6,50,39,297,7.6,1,1,17,177.3,10.4,85.50%
2025,16,Josh Jacobs (GB),234,929,4,40,3,13,44,36,282,7.8,1,2,15,201.1,13.4,98.30%
2025,17,Chase Brown (CIN),232,"1,019",4.4,37,6,6,88,69,437,6.3,5,0,17,213.6,12.6,98.70%
2025,18,Quinshon Judkins (CLE),230,827,3.6,46,4,7,36,26,171,6.6,0,0,14,143.8,10.3,94.00%
2025,19,D'Andre Swift (CHI),223,"1,087",4.9,25,5,9,48,34,299,8.8,1,2,16,194.6,12.2,92.80%
2025,20,Kenneth Walker III (SEA),221,"1,027",4.6,55,10,5,36,31,282,9.1,0,0,17,160.9,9.5,99.20%
2025,21,Jaylen Warren (PIT),211,958,4.5,45,6,6,45,40,333,8.3,2,0,16,177.1,11.1,87.70%
2025,22,Woody Marks (HOU),196,703,3.6,23,2,2,36,24,208,8.7,3,0,16,127.1,7.9,46.30%
2025,23,Zach Charbonnet (SEA),184,730,4,30,5,12,24,20,144,7.2,0,0,16,161.4,10.1,59.30%
2025,24,TreVeyon Henderson (NE),180,911,5.1,69,6,9,42,35,221,6.3,1,1,17,171.2,10.1,92.30%
2025,25,Tyrone Tracy Jr. (NYG),176,740,4.2,31,3,2,48,36,288,8,2,1,15,124.8,8.3,36.30%
2025,26,Jacory Croskey-Merritt (WAS),175,805,4.6,72,3,8,13,9,68,7.6,0,2,17,131.3,7.7,74.10%
2025,27,Bucky Irving (TB),173,588,3.4,32,1,1,35,30,277,9.2,3,1,10,108.5,10.8,95.20%
2025,28,Kyle Monangai (CHI),169,783,4.6,39,3,5,30,18,164,9.1,0,0,17,128.7,7.6,79.80%
2025,29,Kareem Hunt (KC),163,611,3.7,33,1,8,25,18,143,7.9,1,1,17,127.4,7.5,0.90%
2025,30,Jordan Mason (MIN),159,758,4.8,24,4,6,16,14,51,3.6,0,1,16,114.9,7.2,67.80%
2025,31,David Montgomery (DET),158,716,4.5,72,3,8,29,24,192,8,0,1,17,142.9,8.4,92.90%
2025,32,Kimani Vidal (LAC),155,643,4.1,59,4,3,22,16,136,8.5,1,0,13,101.9,7.8,8.90%
2025,33,J.K. Dobbins (DEN),153,772,5,41,5,4,14,11,37,3.4,0,0,10,104.9,10.5,81.90%
2025,34,RJ Harvey (DEN),146,540,3.7,50,3,7,58,47,356,7.6,5,1,17,159.6,9.4,81.80%
2025,35,Blake Corum (LAR),145,746,5.1,48,5,6,14,8,36,4.5,0,0,17,114.2,6.7,78.50%
2025,36,Tyler Allgeier (ATL),143,514,3.6,21,1,8,16,14,96,6.9,0,0,17,109,6.4,40.40%
2025,37,Chuba Hubbard (CAR),134,511,3.8,14,0,1,39,30,223,7.4,3,1,15,95.4,6.4,85.80%
2025,38,Rachaad White (TB),132,572,4.3,39,2,4,45,40,218,5.5,0,0,17,103,6.1,71.40%
2025,38,Aaron Jones Sr. (MIN),132,548,4.2,31,1,2,41,28,199,7.1,1,1,12,90.7,7.6,74.50%
2025,40,Alvin Kamara (NO),131,471,3.6,18,0,1,39,33,186,5.6,0,2,11,67.7,6.2,43.90%
2025,41,Rhamondre Stevenson (NE),130,603,4.6,56,7,7,37,32,345,10.8,2,3,14,146.8,10.5,86.10%
2025,42,Emanuel Wilson (GB),125,496,4,15,0,3,17,15,99,6.6,0,0,17,79.5,4.7,6.20%
2025,43,Omarion Hampton (LAC),124,545,4.4,54,3,4,35,32,192,6,1,0,9,103.7,11.5,99.20%
2025,44,Nick Chubb (HOU),122,506,4.1,30,3,3,20,13,67,5.2,0,0,15,75.3,5,0.80%
2025,45,Devin Singletary (NYG),119,437,3.7,29,2,5,19,18,151,8.4,0,0,17,90.8,5.3,0.90%
2025,46,Isiah Pacheco (KC),118,462,3.9,16,0,1,26,19,101,5.3,1,0,13,68.3,5.3,39.80%
2025,47,Kenny Gainwell (PIT),114,537,4.7,55,2,5,85,73,486,6.7,3,1,17,148.3,8.7,77.80%
2025,48,Chris Rodriguez Jr. (WAS),112,500,4.5,48,2,6,4,3,30,10,0,0,13,89,6.8,40.50%
2025,49,Cam Skattebo (NYG),101,410,4.1,24,1,5,32,24,207,8.6,2,1,8,103.7,13,97.30%
2025,50,Michael Carter (ARI),92,333,3.6,22,2,1,45,33,267,8.1,0,0,13,66,5.1,0.60%
2024,1,Saquon Barkley (PHI),345,"2,005",5.8,72,17,13,43,33,278,8.4,2,1,16,322.3,20.1,99.40%
2024,2,Derrick Henry (BAL),325,"1,921",5.9,87,19,16,22,19,193,10.2,2,1,17,317.4,18.7,99.20%
2024,3,Jahmyr Gibbs (DET),250,"1,412",5.6,70,13,16,63,52,517,9.9,4,1,17,310.9,18.3,99.50%
2024,4,Bijan Robinson (ATL),304,"1,456",4.8,37,5,14,72,61,431,7.1,1,0,17,280.7,16.5,99.40%
2024,5,Josh Jacobs (GB),301,"1,329",4.4,38,7,15,43,36,342,9.5,1,3,17,257.1,15.1,98.30%
2024,6,Kyren Williams (LAR),316,"1,299",4.1,30,2,14,40,34,182,5.4,2,3,16,238.1,14.9,97.80%
2024,7,James Cook III (BUF),207,"1,009",4.9,65,6,16,38,32,258,8.1,2,0,16,234.7,14.7,99.50%
2024,8,Jonathan Taylor (IND),303,"1,431",4.7,70,11,11,31,18,136,7.6,1,1,14,226.7,16.2,99.40%
2024,9,De'Von Achane (MIA),203,907,4.5,61,5,6,87,78,592,7.6,6,0,17,221.9,13.1,99.30%
2024,10,James Conner (ARI),236,"1,094",4.6,53,6,8,55,47,414,8.8,1,1,16,206.8,12.9,18.30%
2024,11,Joe Mixon (HOU),245,"1,016",4.1,59,8,11,52,36,309,8.6,1,0,14,204.5,14.6,5.70%
2024,12,Chase Brown (CIN),229,990,4.3,40,8,7,65,54,360,6.7,4,1,16,201,12.6,98.70%
2024,13,Chuba Hubbard (CAR),250,"1,195",4.8,38,8,10,54,43,171,4,1,3,15,198.6,13.2,85.80%
2024,14,Bucky Irving (TB),207,"1,122",5.4,56,8,8,52,47,392,8.3,0,1,17,197.4,11.6,95.20%
2024,15,Alvin Kamara (NO),228,950,4.2,24,3,6,89,68,543,8,2,0,14,197.3,14.1,43.90%
2024,16,Aaron Jones Sr. (MIN),255,"1,138",4.5,41,3,5,62,51,408,8,2,3,17,190.6,11.2,74.50%
2024,17,David Montgomery (DET),185,775,4.2,21,1,12,38,36,341,9.5,0,1,14,185.7,13.3,92.90%
2024,18,Breece Hall (NYJ),209,876,4.2,42,3,5,76,57,483,8.5,3,2,16,183.9,11.5,97.40%
2024,19,D'Andre Swift (CHI),253,959,3.8,56,5,6,52,42,386,9.2,0,0,17,172.5,10.1,92.80%
2024,20,Najee Harris (PIT),263,"1,043",4,36,9,6,48,36,283,7.9,0,0,17,168.6,9.9,7.90%
2024,21,J.K. Dobbins (LAC),195,905,4.6,61,6,9,38,32,153,4.8,0,0,13,159.8,12.3,81.90%
2024,22,Tony Pollard (TEN),260,"1,079",4.2,41,6,5,57,41,238,5.8,0,2,16,159.7,10,86.00%
2024,23,Rico Dowdle (DAL),235,"1,079",4.6,27,2,2,49,39,249,6.4,3,2,16,158.8,9.9,85.50%
2024,24,Rachaad White (TB),144,613,4.3,56,2,3,57,51,393,7.7,6,3,16,148.6,9.3,71.40%
2024,25,Zach Charbonnet (SEA),135,569,4.2,51,3,8,52,42,340,8.1,1,0,17,144.9,8.5,59.30%
2024,26,Tyrone Tracy Jr. (NYG),192,839,4.4,45,6,5,53,38,284,7.5,1,2,17,144.3,8.5,36.30%
2024,27,Rhamondre Stevenson (NE),207,801,3.9,33,2,7,41,33,168,5.1,1,3,15,142.9,9.5,86.10%
2024,28,Brian Robinson Jr. (WAS),187,799,4.3,40,4,8,25,20,159,8,0,2,14,139.8,10,33.70%
2024,29,Kenneth Walker III (SEA),153,573,3.7,28,5,7,53,46,299,6.5,1,0,11,135.2,12.3,99.20%
2024,30,Kareem Hunt (KC),200,728,3.6,20,1,7,32,23,176,7.7,0,0,13,132.4,10.2,0.90%
2024,31,Tank Bigsby (JAC),168,766,4.6,65,4,7,12,7,54,7.7,0,1,16,122,7.6,27.20%
2024,32,Javonte Williams (DEN),139,513,3.7,20,1,4,70,52,346,6.7,0,2,17,105.9,6.2,97.30%
2024,33,Jordan Mason (SF),153,789,5.2,38,9,3,14,11,91,8.3,0,1,12,104,8.7,67.80%
2024,34,Alexander Mattison (LV),132,420,3.2,24,1,4,48,36,294,8.2,1,1,14,101.4,7.2,1.00%
2024,35,Ray Davis (BUF),113,442,3.9,23,2,3,19,17,189,11.1,3,0,17,99.1,5.8,11.90%
2024,36,Austin Ekeler (WAS),77,367,4.8,50,4,4,41,35,366,10.5,0,0,12,97.3,8.1,0.60%
2024,37,Jerome Ford (CLE),104,565,5.4,66,5,3,43,37,225,6.1,0,0,14,97,6.9,1.90%
2024,38,Tyler Allgeier (ATL),137,644,4.7,25,4,3,13,13,88,6.8,0,0,17,93.2,5.5,40.40%
2024,39,Travis Etienne Jr. (JAC),150,558,3.7,22,2,2,52,39,254,6.5,0,1,15,91.2,6.1,95.90%
2024,40,Jaylen Warren (PIT),120,511,4.3,22,1,1,47,38,310,8.2,0,1,15,86.1,5.7,87.70%
2024,41,Ameer Abdullah (LV),66,311,4.7,40,1,2,47,40,261,6.5,3,1,15,85.2,5.7,0.60%
2024,42,Justice Hill (BAL),47,228,4.9,51,2,1,51,42,383,9.1,3,0,15,85.1,5.7,7.80%
2024,43,Emanuel Wilson (GB),103,502,4.9,21,1,4,14,11,48,4.4,1,0,17,85,5,6.20%
2024,44,Tyjae Spears (TEN),84,312,3.7,23,1,4,35,30,224,7.5,1,0,12,83.6,7,37.10%
2024,45,Antonio Gibson (NE),120,538,4.5,45,4,1,29,23,206,9,0,0,17,80.4,4.7,1.30%
2024,46,Cam Akers (MIN),104,444,4.3,58,2,2,18,14,68,4.9,3,1,16,79.2,5,1.00%
2024,46,Isaac Guerendo (SF),84,420,5,76,2,4,16,15,152,10.1,0,1,16,79.2,5,1.50%
2024,48,Devin Singletary (NYG),113,437,3.9,43,2,4,24,21,119,5.7,0,2,16,75.6,4.7,0.90%
2024,49,Ty Johnson (BUF),41,213,5.2,19,0,1,25,18,284,15.8,3,0,17,73.7,4.3,2.00%
2024,50,Jaleel McLaughlin (DEN),113,496,4.4,21,1,1,27,24,76,3.2,2,1,16,73.2,4.6,0.60%
2023,1,Christian McCaffrey (SF),272,"1,459",5.4,72,9,14,83,67,564,8.4,7,2,16,324.3,20.3,99.50%
2023,2,Raheem Mostert (MIA),209,"1,012",4.8,49,7,18,32,25,175,7,3,1,15,242.7,16.2,0.60%
2023,3,Travis Etienne Jr. (JAC),267,"1,008",3.8,62,6,11,73,58,476,8.2,1,0,17,224.4,13.2,95.90%
2023,4,Kyren Williams (LAR),228,"1,144",5,56,7,12,48,32,206,6.4,3,2,12,223,18.6,97.80%
2023,5,Derrick Henry (TEN),280,"1,167",4.2,69,5,12,36,28,214,7.6,0,0,17,218.7,12.9,99.20%
2023,6,Joe Mixon (CIN),257,"1,034",4,44,3,9,64,52,376,7.2,3,0,17,215,12.6,5.70%
2023,7,Breece Hall (NYJ),223,994,4.5,83,7,5,95,76,591,7.8,4,0,17,214.5,12.6,97.40%
2023,8,Rachaad White (TB),272,990,3.6,38,3,6,70,64,549,8.6,3,2,17,203.9,12,71.40%
2023,9,David Montgomery (DET),219,"1,015",4.6,75,4,13,24,16,117,7.3,0,1,14,191.2,13.7,92.90%
2023,10,Jahmyr Gibbs (DET),182,945,5.2,36,10,10,71,52,316,6.1,1,1,15,190.1,12.7,99.50%
2023,11,James Cook III (BUF),237,"1,122",4.7,42,6,2,54,44,445,10.1,4,2,17,188.7,11.1,99.50%
2023,12,Bijan Robinson (ATL),214,976,4.6,38,7,4,86,58,487,8.4,4,3,17,188.3,11.1,99.40%
2023,13,Saquon Barkley (NYG),247,962,3.9,36,7,6,60,41,280,6.8,4,2,14,182.2,13,99.40%
2023,14,Gus Edwards (BAL),198,810,4.1,42,6,13,13,12,180,15,0,2,17,175,10.3,1.00%
2023,15,James Conner (ARI),208,"1,040",5,44,11,7,33,27,165,6.1,2,0,13,174.5,13.4,18.30%
2023,16,Kenneth Walker III (SEA),219,905,4.1,45,7,8,37,29,259,8.9,1,0,15,170.4,11.4,99.20%
2023,17,Isiah Pacheco (KC),205,935,4.6,48,6,7,49,44,244,5.5,2,1,14,169.9,12.1,39.80%
2023,18,Tony Pollard (DAL),252,"1,005",4,31,6,6,67,55,311,5.7,0,1,17,167.6,9.9,86.00%
2023,19,Jerome Ford (CLE),204,813,4,69,5,4,63,44,319,7.3,5,1,17,167.2,9.8,1.90%
2023,20,Najee Harris (PIT),255,"1,035",4.1,25,8,8,38,29,170,5.9,0,1,17,166.5,9.8,7.90%
2023,21,De'Von Achane (MIA),103,800,7.8,76,8,8,37,27,197,7.3,3,1,11,163.7,14.9,99.30%
2023,22,Brian Robinson Jr. (WAS),178,733,4.1,29,4,5,43,36,368,10.2,4,2,15,162.1,10.8,33.70%
2023,23,D'Andre Swift (PHI),229,"1,049",4.6,43,6,5,49,39,214,5.5,1,1,16,160.3,10,92.80%
2023,24,Alvin Kamara (NO),180,694,3.9,17,0,5,86,75,466,6.2,1,0,13,158,12.2,43.90%
2023,25,Josh Jacobs (LV),233,805,3.5,63,3,6,54,37,296,8,0,1,13,144.1,11.1,98.30%
2023,26,Chuba Hubbard (CAR),238,902,3.8,22,4,5,44,39,233,6,0,0,17,143.5,8.4,85.80%
2023,27,Zack Moss (IND),183,794,4.3,56,6,5,37,27,192,7.1,2,0,14,142.6,10.2,1.60%
2023,28,Jonathan Taylor (IND),169,741,4.4,49,4,7,23,19,153,8.1,1,0,10,137.4,13.7,99.40%
2023,29,Devin Singletary (HOU),216,898,4.2,34,3,4,38,30,193,6.4,0,0,17,137.3,8.1,0.90%
2023,30,Jaylen Warren (PIT),149,784,5.3,74,6,4,74,61,370,6.1,0,2,17,135.4,8,87.70%
2023,31,Austin Ekeler (LAC),179,628,3.5,55,3,5,74,51,436,8.5,1,4,14,134.4,9.6,0.60%
2023,32,Javonte Williams (DEN),217,774,3.6,31,2,3,58,47,228,4.9,2,1,16,132.2,8.3,97.30%
2023,33,Ezekiel Elliott (NE),184,642,3.5,17,0,3,65,51,313,6.1,2,1,17,123.5,7.3,1.50%
2023,34,Tyler Allgeier (ATL),186,683,3.7,31,2,4,23,18,193,10.7,1,0,17,119.6,7,40.40%
2023,35,Rhamondre Stevenson (NE),156,619,4,64,1,4,51,38,238,6.3,0,1,12,107.7,9,86.10%
2023,36,Aaron Jones Sr. (GB),142,656,4.6,39,3,2,43,30,233,7.8,1,1,11,104.9,9.5,74.50%
2023,37,Kareem Hunt (CLE),135,411,3,16,0,9,21,15,84,5.6,0,0,15,103.5,6.9,0.90%
2023,38,Alexander Mattison (MIN),180,700,3.9,21,1,0,44,30,192,6.4,3,2,16,103.2,6.5,1.00%
2023,39,Tyjae Spears (TEN),100,453,4.5,23,3,2,70,52,385,7.4,1,0,17,101.8,6,37.10%
2023,40,AJ Dillon (GB),178,613,3.4,40,1,2,28,22,223,10.1,0,0,15,95.6,6.4,0.60%
2023,41,Khalil Herbert (CHI),132,611,4.6,38,5,2,31,20,134,6.7,1,1,12,92.5,7.7,1.20%
2023,42,Justice Hill (BAL),84,387,4.6,41,2,3,39,28,206,7.4,1,1,16,81.3,5.1,7.80%
2023,43,D'Onta Foreman (CHI),109,425,3.9,22,1,4,16,11,77,7,1,0,9,80.2,8.9,2.70%
2023,44,Ty Chandler (MIN),102,461,4.5,31,3,3,25,21,159,7.6,0,0,16,80,5,1.30%
2023,45,Antonio Gibson (WAS),65,265,4.1,16,0,1,59,48,389,8.1,2,2,16,79.4,5,1.30%
2023,46,Jaleel McLaughlin (DEN),76,410,5.4,38,4,1,36,31,160,5.2,2,0,17,75,4.4,0.60%
2023,47,Rico Dowdle (DAL),89,361,4.1,21,2,2,22,17,144,8.5,2,0,16,74.5,4.7,85.50%
2023,48,Zach Charbonnet (SEA),108,462,4.3,23,4,1,40,33,209,6.3,0,0,16,73.1,4.6,59.30%
2023,49,Samaje Perine (DEN),53,238,4.5,24,1,1,56,50,455,9.1,0,2,17,71.3,4.2,4.10%
2023,50,Dameon Pierce (HOU),145,416,2.9,22,1,2,17,13,101,7.8,0,0,14,69.7,5,0.80%
2022,1,Josh Jacobs (LV),340,"1,653",4.9,86,7,12,64,53,400,7.5,0,1,17,275.3,16.2,98.30%
2022,2,Christian McCaffrey (SF),244,"1,139",4.7,49,9,8,108,85,741,8.7,5,0,17,271.4,16,99.50%
2022,3,Derrick Henry (TEN),349,"1,538",4.4,56,10,13,41,33,398,12.1,0,3,16,269.8,16.9,99.20%
2022,4,Austin Ekeler (LAC),204,915,4.5,72,4,13,127,107,722,6.7,5,3,17,265.7,15.6,0.60%
2022,5,Nick Chubb (CLE),302,"1,525",5,41,13,12,37,27,239,8.9,1,1,17,254.4,15,0.80%
2022,6,Saquon Barkley (NYG),295,"1,312",4.4,68,9,10,76,57,338,5.9,0,0,16,227,14.2,99.40%
2022,7,Jamaal Williams (DET),262,"1,066",4.1,58,4,17,16,12,73,6.1,0,2,17,213.9,12.6,2.00%
2022,8,Tony Pollard (DAL),193,"1,007",5.2,57,9,9,55,39,371,9.5,3,0,16,209.8,13.1,86.00%
2022,9,Dalvin Cook (MIN),264,"1,173",4.4,81,5,8,56,39,295,7.6,2,4,17,198.8,11.7,0.60%
2022,10,Miles Sanders (PHI),259,"1,269",4.9,40,9,11,26,20,78,3.9,0,2,17,196.7,11.6,1.00%
2022,11,Aaron Jones Sr. (GB),213,"1,121",5.3,36,6,2,72,59,395,6.7,5,3,17,189.6,11.2,74.50%
2022,12,Najee Harris (PIT),272,"1,034",3.8,36,1,7,53,41,229,5.6,3,2,17,182.5,10.7,7.90%
2022,13,Joe Mixon (CIN),212,826,3.9,40,4,7,75,60,441,7.4,2,0,15,180.7,12,5.70%
2022,14,Rhamondre Stevenson (NE),210,"1,040",5,49,7,5,88,69,421,6.1,1,1,17,180.1,10.6,86.10%
2022,15,Kenneth Walker III (SEA),228,"1,050",4.6,74,10,9,35,27,165,6.1,0,0,15,175.5,11.7,99.20%
2022,16,Travis Etienne Jr. (JAC),220,"1,125",5.1,62,8,5,45,35,316,9,0,2,17,172.1,10.1,95.90%
2022,17,Ezekiel Elliott (DAL),231,876,3.8,27,5,12,23,17,92,5.4,0,0,15,168.8,11.3,1.50%
2022,18,Alvin Kamara (NO),223,897,4,27,3,2,77,57,490,8.6,2,4,15,154.7,10.3,43.90%
2022,19,James Conner (ARI),183,782,4.3,23,3,7,58,46,300,6.5,1,1,13,154.2,11.9,18.30%
2022,20,Leonard Fournette (TB),189,668,3.5,23,1,3,83,73,523,7.2,3,0,16,154.1,9.6,0.10%
2022,21,David Montgomery (CHI),201,801,4,28,2,5,40,34,316,9.3,1,2,16,143.7,9,92.90%
2022,22,Tyler Allgeier (ATL),210,"1,035",4.9,44,6,3,17,16,139,8.7,1,0,16,143.4,9,40.40%
2022,23,D'Andre Swift (DET),99,542,5.5,50,3,5,70,48,389,8.1,3,0,14,143.1,10.2,92.80%
2022,24,Jerick McKinnon (KC),72,291,4,30,2,1,71,56,512,9.1,9,1,17,140.3,8.3,0.00%
2022,25,Devin Singletary (BUF),178,822,4.6,33,5,5,52,38,280,7.4,1,3,17,140.2,8.2,0.90%
2022,26,AJ Dillon (GB),186,770,4.1,27,3,7,43,28,206,7.4,0,0,17,139.6,8.2,0.60%
2022,27,Raheem Mostert (MIA),181,891,4.9,67,6,3,42,31,202,6.5,2,1,16,137.3,8.6,0.60%
2022,28,Jeff Wilson Jr. (MIA),176,860,4.9,41,7,5,37,22,185,8.4,1,2,16,136.5,8.5,1.00%
2022,29,Dameon Pierce (HOU),220,939,4.3,75,7,4,39,30,165,5.5,1,2,13,136.4,10.5,0.80%
2022,30,Cordarrelle Patterson (ATL),144,695,4.8,40,4,8,31,21,122,5.8,0,1,13,133.7,10.3,1.00%
2022,31,Cam Akers (LAR),188,786,4.2,42,3,7,18,13,117,9,0,2,15,128.3,8.6,1.00%
2022,32,Latavius Murray (DEN),171,760,4.4,52,5,6,35,27,132,4.9,0,0,14,127.2,9.1,0.00%
2022,33,D'Onta Foreman (CAR),203,914,4.5,60,8,5,9,5,26,5.2,0,0,16,126,7.9,2.70%
2022,34,Isiah Pacheco (KC),170,830,4.9,31,3,5,14,13,130,10,0,2,17,122,7.2,39.80%
2022,35,Antonio Gibson (WAS),149,546,3.7,20,1,3,58,46,353,7.7,2,0,15,119.9,8,1.30%
2022,36,Jonathan Taylor (IND),192,861,4.5,66,5,4,40,28,143,5.1,0,3,12,118.4,9.9,99.40%
2022,37,Khalil Herbert (CHI),129,731,5.7,63,4,4,12,9,57,6.3,1,0,13,108.8,8.4,1.20%
2022,38,Samaje Perine (CIN),95,394,4.1,29,1,2,51,38,287,7.6,4,0,16,104.1,6.5,4.10%
2022,39,Brian Robinson Jr. (WAS),205,797,3.9,24,2,2,12,9,60,6.7,1,0,12,103.7,8.6,33.70%
2022,40,Breece Hall (NYJ),80,463,5.8,62,3,4,31,19,218,11.5,1,1,7,96.1,13.7,97.40%
2022,41,Kareem Hunt (CLE),123,468,3.8,24,2,3,44,35,210,6,1,0,17,91.8,5.4,0.90%
2022,42,Rachaad White (TB),129,481,3.7,35,2,1,58,50,290,5.8,2,3,17,89.1,5.2,71.40%
2022,43,Kenyan Drake (BAL),109,482,4.4,40,5,4,26,17,89,5.2,1,0,12,87.1,7.3,1.10%
2022,44,James Cook III (BUF),91,525,5.8,33,6,2,32,21,180,8.6,1,1,17,86.5,5.1,99.50%
2022,45,Michael Carter (NYJ),114,402,3.5,25,3,3,54,41,288,7,0,1,16,85,5.3,0.60%
2022,46,Clyde Edwards-Helaire (KC),71,302,4.3,52,2,3,23,17,151,8.9,3,0,10,81.3,8.1,1.10%
2022,47,James Robinson (NYJ),110,425,3.9,50,4,3,14,11,51,4.6,2,0,11,77.6,7.1,0.00%
2022,48,J.K. Dobbins (BAL),92,520,5.7,44,4,2,8,7,42,6,1,0,8,74.2,9.3,81.90%
2022,49,Damien Harris (NE),106,462,4.4,30,2,3,23,17,97,5.7,0,0,11,73.9,6.7,9.00%
2022,50,Chuba Hubbard (CAR),95,466,4.9,35,3,2,17,14,171,12.2,0,1,14,73.7,5.3,85.80%
2021,1,Jonathan Taylor (IND),332,"1,811",5.5,83,14,18,51,40,360,9,2,2,17,333.1,19.6,99.40%
2021,2,Nick Chubb (CLE),228,"1,259",5.5,70,12,8,25,20,174,8.7,1,1,14,195.3,14,0.80%
2021,3,Joe Mixon (CIN),292,"1,205",4.1,32,6,13,48,42,314,7.5,3,1,16,245.9,15.4,5.70%
2021,4,Najee Harris (PIT),307,"1,200",3.9,37,6,7,94,74,467,6.3,3,0,17,226.7,13.3,7.90%
2021,5,Dalvin Cook (MIN),249,"1,159",4.7,66,9,6,49,34,224,6.6,0,2,13,172.3,13.3,0.60%
2021,6,Antonio Gibson (WAS),258,"1,037",4,27,4,7,52,42,294,7,3,4,16,187.1,11.7,1.30%
2021,7,Ezekiel Elliott (DAL),237,"1,002",4.2,47,3,10,65,47,287,6.1,2,1,17,205.1,12.1,1.50%
2021,8,Elijah Mitchell (SF),207,963,4.7,39,6,5,20,19,137,7.2,1,0,12,146,12.2,1.20%
2021,9,Derrick Henry (TEN),219,937,4.3,76,3,10,20,18,154,8.6,0,0,8,175.3,21.9,99.20%
2021,10,Damien Harris (NE),203,929,4.6,64,8,15,21,18,132,7.3,0,2,15,192.1,12.8,9.00%
2021,11,Melvin Gordon III (DEN),203,918,4.5,70,3,8,38,28,213,7.6,2,3,16,167.1,10.4,0.00%
2021,12,Austin Ekeler (LAC),206,911,4.4,28,3,12,94,70,647,9.2,8,3,16,273.8,17.1,0.60%
2021,13,Javonte Williams (DEN),203,903,4.4,49,6,4,53,43,316,7.3,3,1,17,161.9,9.5,97.30%
2021,14,Alvin Kamara (NO),240,898,3.7,30,3,4,67,47,439,9.3,5,0,13,187.7,14.4,43.90%
2021,15,Josh Jacobs (LV),217,872,4,28,2,9,64,54,348,6.4,0,2,15,172,11.5,98.30%
2021,16,Devin Singletary (BUF),188,870,4.6,46,6,7,50,40,228,5.7,1,0,17,157.8,9.3,0.90%
2021,17,David Montgomery (CHI),225,849,3.8,41,5,7,51,42,301,7.2,0,1,14,154,11,92.90%
2021,18,Sony Michel (LAR),208,845,4.1,39,2,4,33,21,128,6.1,1,1,17,125.3,7.4,0.00%
2021,19,Leonard Fournette (TB),180,812,4.5,47,5,8,84,69,454,6.6,2,0,14,186.6,13.3,0.10%
2021,20,AJ Dillon (GB),187,803,4.3,36,2,5,37,34,313,9.2,2,1,17,151.6,8.9,0.60%
2021,21,Aaron Jones Sr. (GB),171,799,4.7,57,5,4,65,52,391,7.5,6,1,15,177,11.8,74.50%
2021,22,James Robinson (JAC),164,767,4.7,58,4,8,46,31,222,7.2,0,2,14,142.9,10.2,0.00%
2021,23,Miles Sanders (PHI),137,754,5.5,38,7,0,34,26,158,6.1,0,1,12,91.2,7.6,1.00%
2021,24,James Conner (ARI),202,752,3.7,35,3,15,39,37,375,10.1,3,0,15,220.7,14.7,18.30%
2021,25,Rashaad Penny (SEA),119,749,6.3,62,11,6,8,6,48,8,0,0,10,115.7,11.6,0.00%
2021,26,Tony Pollard (DAL),130,719,5.5,58,4,2,46,39,337,8.6,0,0,15,123.6,8.2,86.00%
2021,27,Darrell Henderson Jr. (LAR),149,688,4.6,29,1,5,40,29,176,6.1,3,0,12,134.4,11.2,0.00%
2021,28,Michael Carter (NYJ),147,639,4.3,55,3,4,55,36,325,9,0,1,14,118.4,8.5,0.60%
2021,29,Cordarrelle Patterson (ATL),153,618,4,39,2,6,69,52,548,10.5,5,0,16,182.6,11.4,1.00%
